T,,#6464ff
P,False,36677,36705,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790D2C48>
P,False,60643,60909,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,60910,61064,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,61065,61187,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,61188,61617,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,61618,61646,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,61647,61809,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,61810,61888,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,61889,62136,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,62137,62238,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,62239,62384,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,62385,62649,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,62650,62681,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,62682,63074,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,63075,63110,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,63111,63265,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,63266,63289,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,63290,63843,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,63844,63923,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,63924,63992,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,63993,64766,1?,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,64767,66118,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,66119,66229,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,66230,66327,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,66329,66403,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,66405,67910,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,67911,68063,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,68063,68235,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,68236,68287,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,68289,68384,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,68384,68410,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,68411,68456,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,68457,68871,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,68872,68924,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,68925,69057,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,69058,69139,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,69140,69192,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,69193,69247,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,69248,69916,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,69916,69949,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,69949,70002,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,70003,70048,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,70049,70080,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,70081,70335,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,70336,70542,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,70543,71590,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,71591,71660,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,71661,71927,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,71928,72234,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,72235,72402,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,72403,72589,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,72590,72640,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,72641,72990,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,72991,73043,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,73044,73316,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,73317,73592,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,73593,73625,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,73626,73668,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,73669,73704,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,73705,73729,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,73730,73801,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,73802,73897,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,73899,73930,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,73931,74013,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,74015,74052,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,74053,74342,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,74343,74370,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,74372,74578,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,74580,74690,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,74692,74918,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,74919,75087,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75088,75124,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75125,75299,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75300,75350,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75351,75496,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75498,75529,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75530,75600,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75602,75640,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75641,75698,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75700,75721,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75722,75813,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75814,75844,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75846,75998,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,75999,76150,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,76151,76189,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,76190,76271,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,76273,76389,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,76391,76535,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,76537,76669,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,76671,76706,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,76707,76732,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,76733,76949,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,76951,77082,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,77083,77425,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,77426,77499,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,77501,77599,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,77600,77677,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,77678,77731,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,77733,77854,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,77855,77900,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,77902,77948,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,77950,78237,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,78238,78271,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,78272,78310,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,78311,78336,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,78338,78546,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,78547,78667,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,78668,78784,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,78785,78818,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,78819,78976,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,78977,79025,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,79026,79088,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,79089,79135,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,81804,93076,1 (all the time?),#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,93077,93163,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,93164,93203,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,93204,93305,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,93306,93406,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,93407,93554,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,93555,93645,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,93646,93723,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,93724,104664,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,104665,104714,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,104715,107892,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
P,False,128048,129043,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA7971AF88>
T,,#6464ff
P,False,37602,37711,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,38168,38498,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,51929,52093,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,52426,52764,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,56513,59872,arms crossed on the chest ,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,80178,80519,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,81285,81632,hands on hips,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,81804,92493,Arms crossed on chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,92494,92586,Adjusting arms?,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,92587,93076,arms crossed on chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,95557,107892,arms crossed on chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,110728,113887,arms crossed on chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
P,False,119537,122820,arms crossed on chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA79714FC8>
