T,,#6464ff
P,False,36683,36688,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A8968DC8>
P,False,165157,166363,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,166364,166486,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,166487,166569,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,166570,166696,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,166696,166728,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,166729,166780,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,166781,167164,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167165,167271,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167272,167310,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167311,167378,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167379,167427,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167428,167438,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167439,167461,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167462,167481,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167482,167516,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167517,167564,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167565,167613,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167614,167635,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167636,167647,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167648,167701,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167702,167776,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167777,167858,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167859,167890,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167891,167988,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,167989,168070,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
T,,#6464ff
P,False,36681,36868,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,37110,37275,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,37483,37595,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,38782,39533,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,39661,40060,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,40061,40189,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,40677,40768,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,44344,44420,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,44850,45035,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,47745,47918,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,49096,49416,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,51109,51235,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,52959,53818,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,56281,56635,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,57095,57465,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,57790,59272,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,59676,60010,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,60162,60255,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,60840,62373,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,63838,63940,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,64269,64639,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,66085,66227,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,69529,70130,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,70202,70642,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,71381,71505,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,71776,72275,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,72426,73189,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,73620,73714,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,73926,74027,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,74065,74276,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,74308,74347,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,74481,74588,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,74702,74919,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,75082,75160,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,75320,75361,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,75600,75694,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,75770,75851,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,76049,76223,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,76455,76596,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,76757,76974,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,77228,77746,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,78563,78651,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,79304,79918,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,80040,80132,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,81536,81740,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,81863,92516,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,92571,93092,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,93291,93412,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,93554,93657,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,93824,93946,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,94216,94315,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,94457,97572,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,109772,109803,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,109995,110069,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,110617,110649,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,110754,111648,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,111709,111822,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,111910,112181,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,112254,112525,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,112580,113386,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,113574,113673,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,113776,113939,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,114034,114084,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,114100,114131,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,114244,114427,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,114804,115179,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,115200,115444,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,115689,115746,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,116072,116112,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,116135,116166,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,116235,116361,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,116447,116515,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,118369,118400,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,118533,118626,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,119477,119509,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,119541,119747,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,119864,120146,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,123070,123525,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,124925,124989,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,125515,125771,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,126959,127174,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,127318,127448,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,127524,127631,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,127678,127856,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,128007,128049,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,129238,129343,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,132658,132703,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,132770,132792,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,132866,132955,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,133100,133174,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,133233,133421,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,133730,133803,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,134140,134258,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,134741,134895,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,135606,135799,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,137768,137828,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,139244,139337,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,140084,140234,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,142018,142145,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,142445,142533,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,143052,143383,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,145466,146072,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,149120,149216,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,149414,149497,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,149525,149893,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,151904,151985,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,152311,152442,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,152611,152741,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,153548,153913,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,154824,154857,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,155973,157184,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,157870,157926,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,157952,157980,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,158126,158310,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,158725,158799,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,159006,159084,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,159302,159355,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,159402,159452,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,160394,160775,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,161951,162017,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,162096,162152,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,162304,162359,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,164402,164470,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,164865,164946,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,166377,166486,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,167427,167518,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
P,False,167776,168070,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201B4172A48>
